iter	RMSE
612	3.58576491
613	3.583636996
614	3.581220133
615	3.580243197
616	3.576592948
617	3.5753026
618	3.57505462
619	3.574991726
620	3.574322874
621	3.57390804
622	3.572669286
623	3.571513212
624	3.570180477
625	3.565715286
626	3.562438259
627	3.561702908
628	3.559135647
629	3.55719643
630	3.55522134
631	3.554079249
632	3.55229771
633	3.550494848
634	3.550382315
635	3.549394594
636	3.547869009
637	3.546640493
638	3.545229187
639	3.545111196
640	3.544394008
641	3.541905005
642	3.54028393
643	3.538442778
644	3.535181788
645	3.534747849
646	3.533173457
647	3.532225113
648	3.530175721
649	3.527700387
650	3.526806998
651	3.526325534
652	3.525717117
653	3.52357399
654	3.521794008
655	3.518992136
656	3.517192509
657	3.517113071
658	3.516453629
659	3.513536809
660	3.510710652
661	3.507025344
662	3.50592884
663	3.504087797
664	3.501234431
665	3.498467725
666	3.496864343
667	3.493967928
668	3.491304629
669	3.49049859
670	3.488858465
671	3.485503428
672	3.483908263
673	3.48078181
674	3.480649638
675	3.4767471
676	3.475841427
677	3.474557039
678	3.472202211
679	3.471524256
680	3.469967104
681	3.468150728
682	3.46748663
683	3.465780005
684	3.462900766
685	3.461791283
686	3.459760481
687	3.456914665
688	3.454035356
689	3.450629959
690	3.447373317
691	3.444158686
692	3.443228713
693	3.438735413
694	3.438661778
695	3.435555487
696	3.434040631
697	3.430578905
698	3.429812197
699	3.42746415
700	3.425057109
701	3.424247115
702	3.421651238
703	3.418057462
704	3.416528012
705	3.415542203
706	3.412474148
707	3.412386691
708	3.409654407
709	3.407206021
710	3.406939773
711	3.403878999
712	3.402149295
713	3.401357252
714	3.398437548
715	3.397888477
716	3.397622632
717	3.397406301
718	3.395510032
719	3.393205929
720	3.39251769
721	3.392414822
722	3.390056093
723	3.389767147
724	3.389565042
725	3.387930763
726	3.383984699
727	3.381322789
728	3.378689705
729	3.378034321
730	3.376309247
731	3.373772841
732	3.372890437
733	3.372026985
734	3.371057303
735	3.370817824
736	3.368171776
737	3.365644184
738	3.363020862
739	3.360431625
740	3.359129247
741	3.358650406
742	3.355073987
743	3.352622857
744	3.352529949
745	3.352205845
746	3.351160802
747	3.350945901
748	3.350387922
749	3.349136671
750	3.347612467
751	3.345542379
752	3.34491117
753	3.344457072
754	3.34374341
755	3.340831797
756	3.338593699
757	3.337653152
758	3.335204179
759	3.335124992
760	3.33324129
761	3.331386285
762	3.328998419
763	3.326107398
764	3.323904643
765	3.322426132
766	3.32023773
767	3.319247545
768	3.317095724
769	3.314350958
770	3.312668158
771	3.312301283
772	3.312261502
773	3.312104073
774	3.310402656
775	3.309555969
776	3.307493719
777	3.30663422
778	3.303922268
779	3.303389038
780	3.302218144
781	3.300334729
782	3.299753616
783	3.296763419
784	3.294983035
785	3.294409487
786	3.293694515
787	3.291181471
788	3.288125027
789	3.285464522
790	3.284528574
791	3.282097639
792	3.279927644
793	3.279059649
794	3.276036548
795	3.275804232
796	3.273877159
797	3.272758591
798	3.272241954
799	3.270715581
800	3.268193343
801	3.265485719
802	3.264680237
803	3.262244652
804	3.261010337
805	3.260061632
806	3.257251426
807	3.256160329
808	3.255699932
809	3.254357503
810	3.253921622
811	3.253297106
812	3.250890601
813	3.247559533
814	3.246498898
815	3.243584489
816	3.242499531
817	3.241448546
818	3.238960236
819	3.237334088
820	3.234910343
821	3.232311785
822	3.231846264
823	3.229039898
824	3.227996875
825	3.226738911
826	3.222050045
827	3.220822639
828	3.220516505
829	3.218366906
830	3.216906649
831	3.21567021
832	3.215055081
833	3.214835959
834	3.212793478
835	3.211634111
836	3.210407409
837	3.209044824
838	3.206089154
839	3.204813561
840	3.204491412
841	3.202235254
842	3.201094194
843	3.198501392
844	3.195601485
845	3.193182136
846	3.190904333
847	3.187919843
848	3.186418948
849	3.184262599
850	3.182054626
851	3.181125532
852	3.180409171
853	3.179511083
854	3.176414045
855	3.175350757
856	3.17407677
857	3.173071819
858	3.170757346
859	3.168140611
860	3.165125141
861	3.164920642
862	3.163003861
863	3.162736726
864	3.160340448
865	3.159969055
866	3.157076388
867	3.15671551
868	3.155966157
869	3.155451659
870	3.152893647
871	3.152499647
872	3.151809322
873	3.15050872
874	3.150340488
875	3.147324978
876	3.146315859
877	3.144429776
878	3.142997861
879	3.142673133
880	3.139792644
881	3.139450451
882	3.138488575
883	3.135106968
884	3.133332416
885	3.132501627
886	3.12990964
887	3.127718679
888	3.127079504
889	3.126588054
890	3.124897406
891	3.124864831
892	3.124329559
893	3.122632258
894	3.119920268
895	3.119794597
896	3.118634677
897	3.117450238
898	3.117075509
899	3.116032528
900	3.115791798
901	3.113420014
902	3.110349567
903	3.108870359
904	3.10763301
905	3.106644372
906	3.105745681
907	3.104017819
908	3.102472631
909	3.101600678
910	3.099902857
911	3.099637867
912	3.099506154
913	3.098125319
914	3.097781158
915	3.094562197
916	3.093498109
917	3.092567185
918	3.091953117
919	3.090251797
920	3.08714132
921	3.084161419
922	3.083358412
923	3.082505617
924	3.082114438
925	3.081594694
926	3.081386423
927	3.07927432
928	3.079126731
929	3.077809848
930	3.075503822
931	3.075255369
932	3.075096801
933	3.074875839
934	3.074186274
935	3.070726786
936	3.069549983
937	3.068214154
938	3.067143883
939	3.065476788
940	3.06527313
941	3.063574943
942	3.06354873
943	3.061980848
944	3.061412381
945	3.05879967
946	3.057465327
947	3.057139263
948	3.056337791
949	3.055587405
950	3.052515417
951	3.052274276
952	3.050705399
953	3.048696664
954	3.047117981
955	3.045416592
956	3.045300249
957	3.044108045
958	3.043009824
959	3.041214544
960	3.040068557
961	3.037949243
962	3.036945376
963	3.035197284
964	3.033346041
965	3.03287909
966	3.031855527
967	3.028492763
968	3.027557513
969	3.026386307
970	3.024768997
971	3.024584201
972	3.020835835
973	3.020115772
974	3.019664071
975	3.018833575
976	3.015527444
977	3.014900703
978	3.014265322
979	3.012960836
980	3.010067033
981	3.008385106
982	3.006521276
983	3.003719231
984	3.00303687
985	3.001570605
986	2.999439129
987	2.996404856
988	2.993520381
989	2.992307804
990	2.990222041
991	2.989558818
992	2.98888319
993	2.988372512
994	2.98779428
995	2.987010388
996	2.985717598
997	2.984240761
998	2.983691636
999	2.982169398
